Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
3693,Bad Bunny ,Que Malo,13,0.0,30,0,773288,5390727
3694,Nicki Minaj ,Bussin,15,1.0,10,0,763327,5389017
3695,Twenty One Pilots ,Morph,14,0.0,22,0,896893,5384268
3696,Drake ,You & The 6,38,0.0,28,0,292710,5375819
3697,Eminem ,Lock It Up,13,0.0,37,0,882387,5373177
3698,Ski Mask The Slump God ,OOGA BOOGA!,17,0.0,87,0,379971,5362006
3699,SZA ,The Other Side (from Trolls World Tour),15,0.0,33,0,686442,5357682
3700,Justin Bieber ,Home To Mama,63,0.0,83,0,109483,5353590
3701,A$AP Rocky ,Lord Pretty Flacko Jodye 2 (LPFJ2),40,0.0,16,0,348869,5348304
3702,XXXTENTACION ,One Minute,9,1.0,6,0,1541329,5347255
3703,Big Sean ,Owe Me,19,0.0,30,0,499194,5340352
3704,Katy Perry ,Harleys In Hawaii,18,0.0,38,0,530375,5336733
3705,Kygo ,Kids in Love,20,0.0,34,0,578957,5336676
3706,Walker Hayes ,You Broke Up with Me,27,0.0,152,0,219479,5334215
3707,Kid Cudi ,Dive,8,0.0,21,0,1598355,5332813
3708,Lana Del Rey ,Summer Bummer,21,0.0,51,0,446610,5329147
3709,Tory Lanez ,B.I.D,23,0.0,94,0,331573,5325306
3710,Yo Gotti ,Castro,34,0.0,141,0,181835,5324558
3711,The Kid LAROI ,TRAGIC,18,0.0,25,0,561096,5323672
3712,Frank Ocean ,Thinkin Bout You,62,0.0,86,0,224213,5321713
3713,Travis Scott ,The Plan,13,0.0,20,0,664963,5320660
3714,Eric Church ,Talladega,81,0.0,130,0,79587,5316760
3715,Ed Sheeran ,BLOW,16,0.0,33,0,609126,5313921
3716,OneRepublic ,Run,24,0.0,86,0,320926,5303570
3717,Mac Miller ,What's the Use?,16,0.0,26,0,694522,5301683
3718,5 Seconds of Summer,She Looks So Perfect,72,0.0,37,0,129793,5300992
3719,Anuel AA ,Reggaetonera,15,0.0,32,0,578655,5298391
3720,Van Morrison ,Brown Eyed Girl,20,0.0,40,0,415861,5295762
3721,Bad Bunny ,Está Cabrón Ser Yo,13,0.0,37,0,697786,5287518
3722,Taylor Swift ,This Love (Taylor’s Version),9,1.0,8,0,1762459,5281749
3723,Future ,LOVE YOU BETTER,12,0.0,11,0,1020136,5278444
3724,XXXTENTACION ,Floor 555,15,0.0,29,0,715038,5277348
3725,Polo G ,DND,20,0.0,55,0,371597,5271253
3726,Kid Cudi ,Mr. Solo Dolo III,8,0.0,22,0,1512093,5269192
3727,Jax Jones ,Breathe,23,0.0,122,0,273476,5263555
3728,The Weeknd ,Reminder  Remix,24,0.0,64,0,319840,5260581
3729,Lil Yachty ,she ready,21,0.0,64,0,487860,5258656
3730,Nipsey Hussle ,Last Time That I Checc'd,16,0.0,33,0,600413,5257779
3731,Frank Ocean ,Nikes,27,0.0,59,0,308013,5256026
3732,Rihanna ,Disturbia,13,0.0,24,0,772629,5252376
3733,Sam Smith ,My Oasis,21,0.0,53,0,491878,5251099
3734,Luke Bryan ,I See You,68,0.0,111,0,91713,5246285
3735,Lil Baby ,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),14,0.0,16,0,1043244,5238288
3736,Armin van Buuren ,Another You,44,0.0,56,0,166741,5226099
3737,Bing Crosby ,Twelve Days Of Christmas,12,0.0,78,0,650136,5215292
3738,Lil Uzi Vert ,Urgency,10,0.0,17,0,1248273,5211542
3739,Taylor Swift ,Fearless (Taylor’s Version),9,1.0,4,0,1690098,5211462
3740,Rob $tone ,Chill Bill REMIX,27,0.0,83,0,255062,5210532
3741,Lorde ,Liability,21,0.0,56,0,441456,5210235
3742,Bad Bunny ,HACIENDO QUE ME AMAS,13,0.0,17,0,838633,5197341
3743,Playboi Carti ,Slay3r,14,0.0,15,0,897538,5193396
3744,Morgan Wallen ,Wonderin’ Bout The Wind,16,0.0,26,0,647450,5192030
3745,Chucho Flash ,Tu Sabes Que Te Quiero,23,0.0,89,0,311115,5186043
3746,NOTD ,So Close,22,0.0,149,0,275692,5183765
3747,Young Thug ,High,15,0.0,60,0,622522,5180306
3748,A$AP Ferg ,Move Ya Hips,15,0.0,29,0,668594,5179812
3749,Rihanna ,Yeah I Said It,41,0.0,73,0,190723,5179570
3750,Drake ,Landed,10,0.0,13,0,1453285,5178121
3751,Zach Bryan ,Burn Burn Burn,18,0.0,30,0,543880,5175434
3752,DJ Khaled ,Gold Slugs,38,0.0,57,0,210144,5170273
3753,Justin Bieber ,Loved By You,14,0.0,21,0,859926,5164575
3754,Jake Owen ,Real Life,54,0.0,70,0,140226,5163677
3755,Kygo ,Not Ok,18,0.0,34,0,597005,5160687
3756,Southside ,Hold That Heat,16,1.0,8,0,668388,5156031
3757,Alexander 23,IDK You Yet,24,0.0,145,0,233798,5149303
3758,Lorde ,Perfect Places,21,0.0,63,0,394444,5142234
3759,Justin Bieber ,Love You Different,13,0.0,18,0,922789,5141030
3760,XXXTENTACION ,SMASH!,16,0.0,34,0,651154,5139578
3761,Ariana Grande ,successful,14,0.0,26,0,833246,5133578
3762,Drake ,Not You Too,9,1.0,8,0,1660356,5132342
3763,Khalid ,Free Spirit,13,0.0,23,0,905436,5124908
3764,Nipsey Hussle ,Dedication,16,0.0,31,0,626420,5124168
3765,Lil Wayne ,Mess,10,0.0,23,0,1216954,5122974
3766,Beyoncé ,HEATED,13,0.0,21,0,879757,5114376
3767,KIDS SEE GHOSTS ,Kids See Ghosts,10,0.0,20,0,891070,5113358
3768,Beyoncé ,THIQUE,13,0.0,19,0,900192,5112374
3769,Taylor Swift ,Come Back...Be Here (Taylor's Version),10,0.0,27,0,1174142,5109939
3770,Anuel AA ,Ella Quiere Beber  Remix,24,0.0,180,0,235838,5109824
3771,Lil Uzi Vert ,Got The Guap,14,0.0,24,0,949425,5105797
3772,XXXTENTACION ,STARING AT THE SKY,9,1.0,10,0,1393662,5102477
3773,Juice WRLD ,The Man The Myth The Legend  Interlude,10,0.0,22,0,1434200,5102324
3774,Halsey ,So Good,14,0.0,21,0,700448,5096204
3775,6ix9ine,KANGA,11,0.0,12,0,991302,5094630
3776,Juice WRLD ,Juice WRLD Speaks From Heaven  Outro,10,0.0,20,0,1526442,5094409
3777,Juice WRLD ,Ring Ring,15,0.0,44,0,639103,5083782
3778,Cordae ,Gifted,17,0.0,23,0,598095,5083130
3779,Peter Manos ,In My Head,20,0.0,109,0,317787,5080154
3780,Why Don't We ,What Am I,23,0.0,154,0,241073,5077344
3781,DaBaby ,POP STAR,14,0.0,16,0,948096,5073569
3782,Lil Nas X ,LOST IN THE CITADEL,12,0.0,17,0,954235,5068705
3783,Maroon 5,It Was Always You,46,0.0,21,0,204121,5067617
3784,Juice WRLD ,Face 2 Face,11,0.0,23,0,984211,5065097
3785,Delacey ,Cruel Intentions,18,0.0,48,0,386800,5065022
3786,21 Savage,break da law,13,0.0,13,0,1054877,5061370
3787,Nat King Cole ,O Come All Ye Faithful,13,0.0,63,0,804962,5058003
3788,Lil Baby ,Pop Out,12,1.0,8,0,980601,5055290
3789,A Boogie Wit da Hoodie ,Bleed,16,0.0,25,0,546147,5052000
3790,Kelsea Ballerini ,Love Me Like You Mean It,49,0.0,71,0,135939,5042535
3791,J.I the Prince of N.Y ,Need Me,23,0.0,157,0,248507,5042249
3792,Gunna ,25k jacket,14,0.0,25,0,817699,5041133
3793,Jason Derulo ,Try Me,47,0.0,55,0,167681,5040622
3794,Pharrell Williams ,Down In Atlanta,12,0.0,23,0,742065,5040244
3795,Taylor Swift ,The Lucky One (Taylor's Version),9,0.0,23,0,1261096,5039035
3796,Shawn Mendes ,Lost In Japan  Remix,22,0.0,112,0,370246,5034975
3797,Tory Lanez ,Broke Leg,18,0.0,61,0,448542,5020300
3798,John Mayer ,Last Train Home,14,0.0,24,0,765262,5017516
3799,Leslie Odom Jr. ,Alexander Hamilton,20,0.0,99,0,291409,5010199
3800,Demi Lovato ,Anyone,14,0.0,47,0,547564,5008334
3801,Tame Impala ,Lost In Yesterday,16,0.0,48,0,487476,5007655
3802,Keith Urban ,Somewhere In My Car,80,0.0,91,0,80688,5003982
3803,Lana Del Rey ,High By The Beach,41,0.0,48,0,205736,5003957
3804,Big Sean ,Play No Games,48,0.0,30,0,223249,5001548
3805,Pop Smoke ,44 BullDog,13,1.0,10,0,983538,5000687
3806,Kanye West ,Jail pt 2,11,0.0,22,0,988731,4996131
3807,Ariana Grande ,better off,14,0.0,27,0,781086,4995927
3808,Galantis ,Peanut Butter Jelly,55,0.0,81,0,130372,4992193
3809,Olly Murs ,Wrapped Up,57,0.0,68,0,116551,4991941
3810,YoungBoy Never Broke Again ,My Window,15,0.0,16,0,692581,4991063
3811,Juice WRLD ,Doom,11,1.0,10,0,1096293,4982621
3812,Selena Gomez ,My Mind & Me,14,0.0,61,0,597692,4982250
3813,Metro Boomin ,All The Money,9,0.0,32,0,803436,4979166
3814,Key Glock ,Ambition For Cash,21,0.0,115,0,281207,4977902
3815,Tech N9ne,Face Off,21,0.0,99,0,277108,4976912
3816,Drake ,Intro,6,1.0,5,0,2633372,4975568
3817,Kendrick Lamar ,The Blacker The Berry,41,0.0,13,0,429651,4973207
3818,Kid Cudi ,Heaven On Earth,8,0.0,24,0,1460614,4971240
3819,Taylor Swift ,Sad Beautiful Tragic (Taylor's Version),9,0.0,24,0,1246162,4970697
3820,Tyler The Creator ,I DON'T LOVE YOU ANYMORE,12,0.0,20,0,1043748,4968017
3821,Sam Hunt ,Kinfolks,19,0.0,55,0,427907,4967848
3822,Bad Bunny ,Una Vez,13,0.0,43,0,657841,4962382
3823,Mariah Carey ,All I Want For Christmas Is You  Original Version,21,0.0,20,0,336848,4954032
3824,Beyoncé ,MOOD 4 EVA,13,0.0,22,0,693545,4953782
3825,Halsey ,I am not a woman I'm a god,14,0.0,17,0,684817,4951146
3826,Anuel AA ,Narcos,15,0.0,45,0,451169,4950928
3827,Billie Eilish ,Halley's Comet,14,0.0,23,0,737929,4949477
3828,One Direction ,If I Could Fly,26,0.0,31,0,367772,4948034
3829,Eminem ,Premonition  Intro,9,0.0,13,0,1423148,4943065
3830,Jhené Aiko ,Triggered (freestyle),16,0.0,62,0,505420,4940245
3831,Nick Jonas ,Jealous  Remix,55,0.0,107,0,111219,4937937
3832,Nicki Minaj ,Rich Sex,15,0.0,50,0,483113,4933337
3833,Future ,Trillionaire,13,0.0,12,0,940001,4916208
3834,Charlie Puth ,I Warned Myself,20,0.0,82,0,371811,4914069
3835,Stevie Wonder ,Superstition  Single Version,18,0.0,25,0,548463,4909331
3836,Tory Lanez ,Stupid Again,14,0.0,12,0,743481,4894089
3837,Avicii ,For A Better Day,39,0.0,63,0,279210,4891566
3838,A Boogie Wit da Hoodie ,Might Not Give Up,13,0.0,30,0,791861,4890671
3839,Gwen Stefani ,Used To Love You,45,0.0,107,0,133681,4887178
3840,Taylor Swift ,The Moment I Knew (Taylor's Version),9,0.0,29,0,1159963,4881118
3841,Lil Uzi Vert ,Lotus,10,1.0,5,0,1450097,4879604
3842,Trevor Daniel ,Past Life,21,0.0,87,0,309410,4877534
3843,Taylor Swift ,You Belong With Me (Taylor’s Version),9,1.0,6,0,1518370,4875738
3844,Gucci Mane ,P**** Print,26,0.0,27,0,478698,4875196
3845,Ariana Grande ,raindrops (an angel cried),13,0.0,15,0,1027430,4873707
3846,Taylor Swift ,Starlight (Taylor's Version),9,0.0,25,0,1205790,4869697
3847,Future ,That’s It,13,0.0,15,0,778812,4867383
3848,One Direction ,A.M.,26,0.0,37,0,338191,4866954
3849,Lil Baby ,Never Hating,13,0.0,14,0,805505,4862719
3850,Morgan Wallen ,Up Down,23,0.0,157,0,235123,4860039
3851,Future ,Sorry,21,0.0,64,0,333881,4859069
3852,Eminem ,Believe,12,1.0,10,0,846354,4857849
3853,Metallica ,Enter Sandman,21,0.0,145,0,249324,4857666
3854,Jason Derulo ,If I'm Lucky,23,0.0,72,0,360438,4856244
3855,Kid Cudi ,love.,13,0.0,17,0,752487,4852365
3856,Brent Faiyaz ,Wasting Time ( feat. Drake ),14,0.0,14,0,832396,4847096
3857,Kid Cudi ,Sad People,8,0.0,25,0,1334868,4833931
3858,Pusha T ,Scrape It Off,14,1.0,6,0,706777,4833354
3859,Kanye West ,Ok Ok pt 2,6,1.0,4,0,2849877,4829761
3860,Anuel AA ,Fútbol & Rumba,14,0.0,36,0,496935,4828094
3861,Bazzi ,Young & Alive,18,0.0,84,0,454835,4819526
3862,Ashnikko ,STUPID,22,0.0,147,0,247813,4814708
3863,H.E.R. ,Slide,20,0.0,151,0,268550,4813384
3864,Halsey ,Strangers,18,0.0,56,0,423851,4810693
3865,Bryson Tiller ,Outta Time,12,0.0,16,0,1044550,4799686
3866,Gucci Mane ,Solitaire,19,0.0,84,0,328576,4786894
3867,BANKS ,Beggin For Thread,62,0.0,67,0,107926,4777153
3868,Juice WRLD ,Who Shot Cupid?,15,0.0,43,0,668820,4776644
3869,Kenny Chesney ,American Kids,52,0.0,29,0,368404,4776154
3870,5 Seconds of Summer,No Shame,15,0.0,42,0,540576,4773860
3871,Trippie Redd ,Betrayal,13,0.0,25,0,498088,4772754
3872,Lil Wayne ,Used 2,9,0.0,25,0,1187791,4772553
3873,SZA ,Forgiveless,9,0.0,39,0,892309,4770873
3874,Pop Smoke ,Tell The Vision,14,1.0,8,0,974963,4762578
3875,Michelle Williams ,Tightrope,24,0.0,139,0,223801,4759531
3876,Pentatonix ,Winter Wonderland / Don't Worry Be Happy,48,0.0,42,0,192640,4758728
3877,The Chainsmokers ,High,16,0.0,24,0,529779,4754077
3878,Ed Sheeran ,The Joker And The Queen,11,1.0,6,0,996285,4753323
3879,Lil Nas X ,Late To Da Party,13,0.0,19,0,709063,4740348
3880,Mumford & Sons ,Snake Eyes,32,0.0,21,0,296479,4739325
3881,Rich The Kid ,Leave Me,18,0.0,81,0,332240,4734032
3882,Ariana Grande ,Best Mistake,51,0.0,21,0,203072,4733547
3883,Khalid ,Hundred,13,0.0,41,0,708079,4729250
3884,Blue Öyster Cult ,(Don't Fear) The Reaper,15,0.0,46,0,519922,4723676
3885,DJ Khaled ,LET IT GO,17,0.0,27,0,603437,4721361
3886,Yo Gotti ,Put a Date On It,16,0.0,65,0,458612,4712663
3887,Big Sean ,So Good (& Metro Boomin),18,0.0,59,0,433484,4696982
3888,Coldplay ,Christmas Lights,16,0.0,78,0,541204,4676585
3889,Coldplay ,Higher Power,14,0.0,23,0,619535,4676119
3890,Justin Bieber ,Come Around Me,11,0.0,21,0,920179,4673305
3891,Rick Ross ,Trap Trap Trap,22,0.0,63,0,324032,4669893
3892,Gunna ,mop,13,0.0,21,0,856367,4667424
3893,Lil Uzi Vert ,Strawberry Peels,10,1.0,9,0,1273221,4664098
3894,Zedd ,365,14,0.0,57,0,513613,4661951
3895,Drake ,6PM In New York,37,0.0,52,0,288077,4654366
3896,2Pac,California Love  Original Version,16,0.0,20,0,523442,4650719
3897,One Direction ,Never Enough,24,0.0,29,0,428741,4650073
3898,Juice WRLD ,Not Enough,10,0.0,14,0,1027725,4644000
3899,Shoreline Mafia ,Bands,21,0.0,168,0,240720,4637244
3900,Dennis Lloyd ,Never Go Back,14,0.0,68,0,420721,4637023
3901,Rod Wave ,Alone,14,0.0,20,0,626811,4635303
3902,Migos ,Racks 2 Skinny,15,0.0,47,0,540645,4630021
3903,Becky G ,Mayores,25,0.0,140,0,207425,4626260
3904,Lil Uzi Vert ,Leaders,11,0.0,21,0,997996,4625684
3905,Ingrid Michaelson ,Girls Chase Boys,48,0.0,36,0,151791,4622009
3906,Enrique Iglesias ,Bailando  English Version,51,0.0,37,0,150356,4621969
3907,Machine Gun Kelly ,drunk face,15,0.0,34,0,553388,4612395
3908,Coldplay ,Viva La Vida,21,0.0,60,0,268093,4610225
3909,Lil Uzi Vert ,No Sleep Leak,15,0.0,24,0,790005,4595897
3910,Meek Mill ,What's Free,9,0.0,17,0,860871,4588208
3911,Tyler The Creator ,MANIFESTO,9,0.0,15,0,1335062,4585429
3912,24kGoldn,Mood (Remix) feat. Justin Bieber J Balvin & iann dior,11,0.0,18,0,642498,4581525
3913,Drake ,When To Say When,8,1.0,9,0,1640116,4581071
3914,The Weeknd ,Until I Bleed Out,10,0.0,16,0,1112724,4579467
3915,Ariana Grande ,get well soon,13,0.0,29,0,733668,4576066
3916,G.R.L. ,Ugly Heart,50,0.0,43,0,137846,4569358
3917,Bas ,The Jackie,14,0.0,26,0,652266,4569345
3918,The Weeknd ,Don’t Break My Heart,10,0.0,19,0,999418,4568264
3919,5 Seconds of Summer,Old Me,16,0.0,84,0,397142,4563246
3920,Lil Pump ,Be Like Me,14,0.0,40,0,645071,4561371
3921,Meek Mill ,Jump Out the Face,34,0.0,33,0,254432,4561086
3922,The Game ,All Eyez,33,0.0,143,0,153776,4559540
3923,Lil Nas X ,ONE OF ME,10,0.0,13,0,1041162,4555699
3924,Lil Tjay ,Not In The Mood,14,0.0,24,0,539521,4554713
3925,Joji ,Ew,12,0.0,13,0,804684,4546542
3926,Eminem ,Marsh,10,0.0,36,0,924718,4545511
3927,Michael Bublé ,Have Yourself a Merry Little Christmas,45,0.0,41,0,325849,4541541
3928,Luke Bryan ,Most People Are Good,20,0.0,114,0,292570,4535462
3929,Future ,Xanny Family,41,0.0,131,0,131928,4533487
3930,Bruce Springsteen ,Born in the U.S.A.,14,0.0,16,0,623619,4530416
3931,ROSALÍA ,Con Altura,19,0.0,113,0,326335,4530407
3932,DaBaby ,GOSPEL,12,0.0,15,0,948629,4528415
3933,Wale ,On Chill,20,0.0,135,0,274656,4527735
3934,Brent Faiyaz ,LOOSE CHANGE,11,1.0,6,0,1032493,4524729
3935,Creedence Clearwater Revival ,Fortunate Son,18,0.0,30,0,452438,4522601
3936,Rauw Alejandro ,LOKERA,18,0.0,155,0,275356,4514711
3937,Drake ,Overdrive,7,0.0,12,0,1600377,4509884
3938,Beyoncé ,BROWN SKIN GIRL,14,0.0,32,0,552137,4509473
3939,Young Thug ,What's the Move,13,0.0,23,0,682869,4508774
3940,Halsey ,Without Me,17,0.0,63,0,445710,4505897
3941,Billie Eilish ,WHEN I WAS OLDER  Music Inspired By The Film ROMA,17,0.0,47,0,534736,4503092
3942,Anuel AA ,Jangueo,13,0.0,34,0,495904,4499726
3943,Lil Tecca ,Dolly,14,0.0,19,0,621671,4498971
3944,Meek Mill ,Millidelphia,16,0.0,64,0,424810,4494068
3945,Kid Cudi ,Damaged,7,0.0,23,0,1469874,4487609
3946,Kid Cudi ,Baptized In Fire,24,0.0,65,0,297919,4485147
3947,Chance the Rapper ,65th & Ingleside,11,0.0,20,0,760133,4484385
3948,Drake ,From Florida With Love,9,0.0,16,0,1309316,4476504
3949,Trippie Redd ,Negative Energy,13,0.0,36,0,689655,4454198
3950,Lil Baby ,Real Spill,11,1.0,9,0,952480,4447196
3951,Justin Bieber ,Somebody,12,0.0,23,0,841763,4438958
3952,Linkin Park ,Numb,15,0.0,13,0,793797,4430537
3953,Lil Wayne ,Demon,8,0.0,22,0,1241992,4427680
3954,Chance the Rapper ,Do You Remember,9,0.0,11,0,827736,4426493
3955,J. Cole ,Album of the Year  Freestyle,13,0.0,46,0,580263,4421413
3956,Sam Smith ,Burning,16,0.0,50,0,418464,4420071
3957,H.E.R. ,Come Through,16,0.0,31,0,499046,4407349
3958,BTS ,HOME,12,0.0,29,0,679217,4403308
3959,Bruno Mars ,Fly As Me,10,0.0,38,0,941800,4400410
3960,XXXTENTACION ,difference (interlude),8,0.0,15,0,1243928,4398132
3961,Taylor Swift ,The Way I Loved You (Taylor’s Version),9,0.0,11,0,1242068,4395852
3962,A$AP Rocky ,Canal St.,32,0.0,14,0,360862,4390672
3963,YNW Melly ,Bang Bang,13,0.0,36,0,587011,4388502
3964,Young Thug ,Surf,12,0.0,26,0,623894,4388175
3965,Mac Miller ,That's On Me,8,0.0,23,0,1118164,4386766
3966,BTS ,Mikrokosmos,12,0.0,24,0,713561,4384810
3967,Beyoncé ,BLACK PARADE,13,0.0,23,0,555582,4384683
3968,Diplo ,Wish,20,0.0,137,0,262006,4384383
3969,Logic ,Killing Spree,14,0.0,26,0,768269,4376390
3970,Offset ,How Did I Get Here,13,0.0,34,0,723972,4375808
3971,Offset ,Nightmare,13,0.0,28,0,628858,4373968
3972,Drake ,Deep Pockets,7,1.0,6,0,1772865,4367234
3973,The Kid LAROI ,WRONG,15,0.0,62,0,512715,4362483
3974,Kanye West ,Tell The Vision,8,0.0,23,0,1071215,4357258
3975,Daya ,Insomnia,18,0.0,138,0,269891,4355884
3976,Dan + Shay ,Take Me Home For Christmas,12,0.0,83,0,673013,4350979
3977,Camila Cabello ,Cry for Me,14,0.0,42,0,540029,4346096
3978,Kanye West ,Donda Chant,7,0.0,13,0,1700737,4344053
3979,Juice WRLD ,734,13,0.0,27,0,673903,4340745
3980,Tate McRae ,chaotic,14,0.0,21,0,534463,4339226
3981,Jon Pardi ,Night Shift,20,0.0,166,0,235829,4336303
3982,SiM ,The Rumbling (TV Size),17,0.0,91,0,309730,4335564
3983,21 Savage,gun smoke,11,0.0,21,0,908479,4333390
3984,Lil Wayne ,Scared of the Dark,18,0.0,98,0,391050,4333183
3985,Big Sean ,Single Again,14,0.0,30,0,612950,4332587
3986,Marvin Gaye ,Ain't No Mountain High Enough,16,0.0,59,0,513783,4330323
3987,Sia ,Genius,17,0.0,67,0,421549,4329560
3988,Kanye West ,No More Parties In LA,24,0.0,58,0,269069,4327426
3989,Disturbed ,The Sound Of Silence,36,0.0,163,0,132280,4324426
3990,Future ,MASSAGING ME,9,0.0,12,0,987135,4315586
3991,Thomas Rhett ,Star Of The Show,25,0.0,174,0,185778,4314391
3992,Chance the Rapper ,Handsome,13,0.0,29,0,612232,4310598
3993,BTS ,Make It Right,12,0.0,27,0,690439,4307715
3994,Lil Nas X ,AM I DREAMING,11,0.0,26,0,803306,4305807
3995,21 Savage,Bad Business,19,0.0,59,0,370671,4303346
3996,Ñengo Flow ,Gato de Noche,6,0.0,19,0,1174299,4302587
3997,Lil Uzi Vert ,Trap This Way (This Way),10,0.0,16,0,1052407,4297026
3998,Gucci Mane ,Guwop Home,23,0.0,55,0,329200,4294677
3999,Lil Uzi Vert ,Wassup,9,1.0,10,0,1239699,4294246
4000,Trippie Redd ,Toxic Waste,12,0.0,22,0,863499,4287010
4001,Harry Styles ,Carolina,14,0.0,26,0,713707,4285352
4002,Migos ,Brown Paper Bag,16,0.0,54,0,389643,4285279
4003,Future ,Ain't No Time,35,0.0,138,0,135574,4283675
4004,Lil Uzi Vert ,Moon Relate,9,0.0,13,0,1147739,4280745
4005,Roddy Ricch ,thailand,16,0.0,32,0,590154,4280392
4006,Eminem ,Killer,14,0.0,46,0,403257,4277405
4007,Eagles ,Hotel California  2013 Remaster,22,0.0,73,0,247926,4274132
4008,A$AP Rocky ,A$AP Forever REMIX,11,0.0,11,0,982957,4267374
4009,Metro Boomin ,Lock On Me,8,0.0,38,0,770051,4254665
4010,Post Malone ,Love/Hate Letter To Alcohol,8,0.0,15,0,1023109,4253753
4011,Big Sean ,All Your Fault,27,0.0,15,0,318498,4252417
4012,Roddy Ricch ,Big Stepper,16,0.0,70,0,383829,4252121
4013,David Guetta ,Bad,74,0.0,110,0,78459,4251349
4014,Nat King Cole ,The Happiest Christmas Tree,9,0.0,77,0,704998,4250642
4015,Pop Smoke ,Shake The Room,14,0.0,49,0,457074,4249347
4016,Morgan Wallen ,Days That End In Why,8,0.0,17,0,1140012,4243636
4017,Drake ,Two Birds One Stone,25,0.0,47,0,297875,4242767
4018,Kanye West ,I Love Kanye,22,0.0,48,0,346298,4238147
4019,Cordae ,RNP,14,0.0,48,0,481426,4237358
4020,Polo G ,Don’t Play,14,0.0,23,0,611275,4233737
4021,Morgan Wallen ,Only Thing That’s Gone,13,0.0,27,0,640611,4231581
4022,DJ Khaled ,Higher,9,0.0,22,0,917469,4229395
4023,DJ Khaled ,Hold You Down,59,0.0,61,0,112376,4227792
4024,Trey Lewis ,Dicked Down in Dallas,12,0.0,37,0,525879,4226483
4025,The Chainsmokers ,Beach House,13,0.0,40,0,541235,4224917
4026,Lana Del Rey ,Norman fucking Rockwell,10,0.0,18,0,834690,4221875
4027,Harry Styles ,Fine Line,8,0.0,19,0,962120,4221219
4028,Keith Urban ,Wasted Time,35,0.0,141,0,133820,4217976
4029,The Citizens of Halloween ,This Is Halloween,13,0.0,28,0,772504,4216534
4030,Young Thug ,Anybody,14,0.0,44,0,569656,4211366
4031,Prince Royce ,Stuck On a Feeling,52,0.0,73,0,114129,4210798
4032,DJ Snake ,Enzo,14,0.0,52,0,492872,4208093
4033,$uicideboy$ ,My Swisher Sweet But My Sig Sauer,11,0.0,73,0,570410,4207577
4034,DaBaby ,ROOF,15,0.0,77,0,445969,4204391
4035,Steve Lacy ,Mercury,14,0.0,27,0,508751,4199926
4036,Tory Lanez ,Temperature Rising,16,0.0,73,0,374734,4199706
4037,21 Savage,Mad Stalkers,13,0.0,34,0,587843,4197020
4038,Panic! At The Disco ,Don't Threaten Me With A Good Time,31,0.0,57,0,206834,4196822
4039,Rae Sremmurd ,By Chance,35,0.0,149,0,137200,4190685
4040,Justin Timberlake ,Supplies,15,0.0,54,0,448682,4186086
4041,Lorde ,Stoned at the Nail Salon,13,0.0,30,0,531025,4181795
4042,Chris Lane ,I Don't Know About You,18,0.0,116,0,264022,4173728
4043,The Weeknd ,As You Are,27,0.0,39,0,275524,4173131
4044,Kanye West ,Freestyle 4,22,0.0,53,0,295278,4173020
4045,Carnage ,i Shyne,15,0.0,62,0,381052,4172635
4046,Mac Miller ,Once A Day,8,0.0,28,0,1024877,4172613
4047,Future ,Extra Luv,20,0.0,74,0,319781,4169304
4048,Lil Tjay ,Brothers,20,0.0,184,0,221181,4164726
4049,Lilly Wood and The Prick ,Prayer In C (Robin Schulz Remix) [Radio Edit],42,0.0,78,0,120821,4164435
4050,Taylor Swift ,Girl At Home (Taylor's Version),8,0.0,33,0,1041610,4156057
4051,Bruno Mars ,After Last Night,9,0.0,40,0,911025,4154868
4052,Andrew Gold ,Spooky Scary Skeletons  Undead Tombstone Remix,9,0.0,15,0,1018160,4144639
4053,Peggy Lee ,The Christmas Waltz,12,0.0,72,0,674419,4127786
4054,Matthew Wilder ,Break My Stride,15,0.0,118,0,322851,4127339
4055,Carnage ,I Like Tuh,48,0.0,130,0,108073,4125002
4056,DMX ,X Gon' Give It To Ya,11,1.0,6,0,1025316,4121585
4057,21 Savage,out for the night,11,0.0,24,0,880924,4110796
4058,Kodak Black ,Conscience,17,0.0,71,0,326796,4102710
4059,The Kid LAROI ,F*CK YOU GOODBYE,15,0.0,54,0,432746,4100687
4060,DJ Many ,Know,14,0.0,47,0,433692,4096551
4061,Machine Gun Kelly ,papercuts,12,0.0,18,0,693734,4095837
4062,Adele ,Make You Feel My Love,24,0.0,61,0,346973,4095755
4063,Pusha T ,What Would Meek Do?,12,0.0,36,0,686887,4095270
4064,Juice WRLD ,Life's A Mess II,12,0.0,13,0,796678,4094962
4065,Lil Uzi Vert ,Feelings Mutual,14,0.0,32,0,683398,4092741
4066,NexXthursday ,Sway,25,0.0,140,0,190473,4087377
4067,Future ,Super Trapper,15,0.0,37,0,514880,4079681
4068,Hilary Duff ,Sparks,40,0.0,57,0,165546,4077042
4069,Harry Styles ,Canyon Moon,8,0.0,20,0,960566,4073037
4070,Travis Scott ,SICKO MODE  Skrillex Remix,14,0.0,105,0,423806,4072407
4071,XXXTENTACION ,Ayala (Outro),15,0.0,75,0,410553,4072191
4072,Marshmello ,Tongue Tied,13,0.0,33,0,569641,4068842
